symbol,name,sector,market_cap,date_of_listing
MTARTECH.NS,MTAR Technologies Limited,Industrials,76898983936,2021-03-15 03:45:00+00:00
CIPLA.NS,Cipla Limited,Healthcare,1230720204800,1996-01-01 03:45:00+00:00
MMTC.NS,MMTC Limited,Industrials,91695005696,2010-01-08 03:45:00+00:00
ADANIPOWER.NS,Adani Power Limited,Utilities,2872455200768,2009-08-20 03:45:00+00:00
WELCORP.NS,Welspun Corp Limited,Basic Materials,227641901056,2000-06-23 03:45:00+00:00
AUBANK.NS,AU Small Finance Bank Limited,Financial Services,706472640512,2017-07-11 03:45:00+00:00
MOTHERSON.NS,Samvardhana Motherson International Limited,Consumer Cyclical,1222098944000,2002-07-01 03:45:00+00:00
CENTURYPLY.NS,Century Plyboards (India) Limited,Basic Materials,180203896832,2006-03-23 03:45:00+00:00
CEATLTD.NS,CEAT Limited,Consumer Cyclical,156547956736,2008-02-01 03:45:00+00:00
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,Energy,137408643072,2002-07-01 03:45:00+00:00
RADICO.NS,Radico Khaitan Limited,Consumer Defensive,424419557376,2003-06-18 03:45:00+00:00
THYROCARE.NS,Thyrocare Technologies Limited,Healthcare,78180220928,2016-05-09 03:45:00+00:00
HEROMOTOCO.NS,Hero MotoCorp Limited,Consumer Cyclical,1230902132736,2002-07-01 03:45:00+00:00
SAGILITY.NS,Sagility Limited,Healthcare,233691922432,2024-11-12 03:45:00+00:00
OBEROIRLTY.NS,Oberoi Realty Limited,Real Estate,604013199360,2010-10-20 03:45:00+00:00
GICRE.NS,General Insurance Corporation of India,Financial Services,676408918016,2017-10-25 03:45:00+00:00
AKZOINDIA.NS,Akzo Nobel India Limited,Basic Materials,155110309888,2002-07-01 03:45:00+00:00
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,240810688512,2010-06-30 03:45:00+00:00
IIFLCAPS.NS,IIFL Capital Services Limited,Financial Services,93988044800,2024-11-25 03:45:00+00:00
NHPC.NS,NHPC Limited,Utilities,773568135168,2009-09-01 03:45:00+00:00
ASHOKA.NS,Ashoka Buildcon Limited,Industrials,51066101760,2010-10-14 03:45:00+00:00
FDC.NS,FDC Limited,Healthcare,67419656192,2002-07-01 03:45:00+00:00
POLYCAB.NS,Polycab India Limited,Industrials,1123375775744,2019-04-16 03:45:00+00:00
SHAILY.NS,Shaily Engineering Plastics Limited,Basic Materials,118412484608,2022-04-04 03:45:00+00:00
SUBROS.NS,Subros Limited,Consumer Cyclical,55543488512,2005-07-13 03:45:00+00:00
TVSSCS.NS,TVS Supply Chain Solutions Limited,Industrials,47351250944,2023-08-23 03:45:00+00:00
MIDHANI.NS,Mishra Dhatu Nigam Limited,Basic Materials,61616123904,2018-04-04 03:45:00+00:00
BRIGADE.NS,Brigade Enterprises Limited,Real Estate,220217081856,2007-12-31 03:45:00+00:00
PNCINFRA.NS,PNC Infratech Limited,Industrials,64647868416,2015-05-26 03:45:00+00:00
BANKBARODA.NS,Bank of Baroda Limited,Financial Services,1486335901696,2002-07-01 03:45:00+00:00
EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,106387849216,2007-12-12 03:45:00+00:00
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,499208585216,2006-03-17 03:45:00+00:00
HEMIPROP.NS,Hemisphere Properties India Limited,Real Estate,40024768512,2020-10-22 03:45:00+00:00
APARINDS.NS,APAR Industries Limited,Industrials,370208833536,2004-07-12 03:45:00+00:00
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Basic Materials,177368776704,2002-07-01 03:45:00+00:00
GODREJCP.NS,Godrej Consumer Products Limited,Consumer Defensive,1168033710080,2002-07-01 03:45:00+00:00
SHRIRAMFIN.NS,Shriram Finance Limited,Financial Services,1631163908096,2002-07-01 03:45:00+00:00
WEBELSOLAR.NS,Websol Energy System Limited,Technology,44949757952,2007-05-15 03:45:00+00:00
EUREKAFORB.NS,Eureka Forbes Limited,Consumer Cyclical,118223495168,2024-09-11 03:45:00+00:00
NBCC.NS,NBCC (India) Limited,Industrials,317250011136,2012-04-12 03:45:00+00:00
REFEX.NS,Refex Industries Limited,Energy,44525658112,2009-12-03 03:45:00+00:00
AIAENG.NS,AIA Engineering Limited,Industrials,357696962560,2005-12-14 03:45:00+00:00
PFIZER.NS,Pfizer Limited,Healthcare,231094665216,2002-07-01 03:45:00+00:00
POONAWALLA.NS,Poonawalla Fincorp Limited,Financial Services,377463734272,2004-04-27 03:45:00+00:00
HCG.NS,HealthCare Global Enterprises Limited,Healthcare,101421367296,2016-03-31 03:45:00+00:00
JIOFIN.NS,Jio Financial Services Limited,Financial Services,1945649676288,2023-08-21 03:45:00+00:00
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,2516630634496,2002-07-01 03:45:00+00:00
MINDACORP.NS,Minda Corporation Limited,Consumer Cyclical,138215702528,2012-03-19 03:45:00+00:00
ANUP.NS,The Anup Engineering Limited,Industrials,45744451584,2019-03-01 03:45:00+00:00
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,238626209792,2021-12-14 03:45:00+00:00
STARCEMENT.NS,Star Cement Limited,Basic Materials,91798691840,2017-06-19 03:45:00+00:00
EMCURE.NS,EMCURE PHARMACEUTICALS L,Healthcare,267286429696,2024-07-10 03:45:00+00:00
GRAPHITE.NS,Graphite India Limited,Industrials,108755828736,2002-07-01 03:45:00+00:00
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,173735182336,1996-01-01 03:45:00+00:00
IOB.NS,Indian Overseas Bank,Financial Services,754665717760,2002-07-01 03:45:00+00:00
NSLNISP.NS,NMDC Steel Limited,Basic Materials,125429923840,2023-02-20 03:45:00+00:00
RHIM.NS,RHI Magnesita India Limited,Industrials,96699957248,2012-03-12 03:45:00+00:00
EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,312669995008,2002-07-01 03:45:00+00:00
RAILTEL.NS,RailTel Corporation of India Limited,Communication Services,111485067264,2021-02-26 03:45:00+00:00
TANLA.NS,Tanla Platforms Limited,Technology,75487936512,2007-01-05 03:45:00+00:00
TATASTEEL.NS,Tata Steel Limited,Basic Materials,2096767041536,1996-01-01 03:45:00+00:00
PARAS.NS,Paras Defence and Space Technologies Limited,Industrials,58047049728,2021-10-01 03:45:00+00:00
UNIONBANK.NS,Union Bank of India,Financial Services,1172521877504,2002-09-24 03:45:00+00:00
TARIL.NS,TRANS & RECTI. LTD,Industrials,85232091136,2013-06-06 03:45:00+00:00
CUMMINSIND.NS,Cummins India Limited,Industrials,1234727469056,2002-07-01 03:45:00+00:00
BEML.NS,BEML Limited,Industrials,154417807360,2002-07-01 03:45:00+00:00
HUDCO.NS,Housing and Urban Development Corporation Limited,Financial Services,479054692352,2017-05-19 03:45:00+00:00
IRCON.NS,Ircon International Limited,Industrials,153021906944,2018-09-28 03:45:00+00:00
SUNTECK.NS,Sunteck Realty Limited,Real Estate,61510766592,2009-11-13 03:45:00+00:00
EIHOTEL.NS,EIH Limited,Consumer Cyclical,234136338432,1996-01-01 03:45:00+00:00
SHARDAMOTR.NS,Sharda Motor Industries Limited,Consumer Cyclical,53136568320,2015-09-03 03:45:00+00:00
DLF.NS,DLF Limited,Real Estate,1795599630336,2007-07-05 03:45:00+00:00
TORNTPHARM.NS,Torrent Pharmaceuticals Limited,Healthcare,1259152343040,2002-07-01 03:45:00+00:00
SYNGENE.NS,Syngene International Limited,Healthcare,258391293952,2015-08-11 03:45:00+00:00
CELLO.NS,Cello World Limited,Consumer Cyclical,133480824832,2023-11-06 03:45:00+00:00
FIEMIND.NS,Fiem Industries Limited,Consumer Cyclical,58561245184,2006-10-19 03:45:00+00:00
ZYDUSLIFE.NS,Zydus Lifesciences Limited,Healthcare,943545647104,2000-04-27 03:45:00+00:00
SAREGAMA.NS,Saregama India Limited,Communication Services,76596084736,2002-07-01 03:45:00+00:00
NATCOPHARM.NS,NATCO Pharma Limited,Healthcare,158010736640,1996-01-01 03:45:00+00:00
PETRONET.NS,Petronet LNG Limited,Energy,411745157120,2004-03-26 03:45:00+00:00
FACT.NS,The Fertilisers and Chemicals Travancore Limited,Basic Materials,572626370560,2002-07-01 03:45:00+00:00
INDIACEM.NS,The India Cements Limited,Basic Materials,186356924416,1996-01-02 03:45:00+00:00
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,1182422532096,2023-08-16 03:45:00+00:00
FORTIS.NS,Fortis Healthcare Limited,Healthcare,697166004224,2007-05-09 03:45:00+00:00
METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,100228620288,2019-04-15 03:45:00+00:00
SBICARD.NS,SBI Cards and Payment Services Limited,Financial Services,838646366208,2020-03-16 03:45:00+00:00
PNB.NS,Punjab National Bank,Financial Services,1432909250560,2002-07-01 03:45:00+00:00
KFINTECH.NS,KFin Technologies Limited,Technology,183693279232,2022-12-29 03:45:00+00:00
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,Healthcare,277111111680,2002-07-01 03:45:00+00:00
SHRIPISTON.NS,Shriram Pistons & Rings Limited,Consumer Cyclical,114648473600,2016-06-09 03:45:00+00:00
ONGC.NS,Oil and Natural Gas Corporation Limited,Energy,3063308353536,1996-01-01 03:45:00+00:00
ETERNAL.NS,Eternal Limited,Consumer Cyclical,2758321373184,2021-07-23 03:45:00+00:00
ANGELONE.NS,Angel One Limited,Financial Services,250629390336,2020-10-05 03:45:00+00:00
BANKINDIA.NS,Bank of India Limited,Financial Services,668741337088,2002-07-01 03:45:00+00:00
MOIL.NS,MOIL Limited,Basic Materials,69836128256,2010-12-15 03:45:00+00:00
TTML.NS,Tata Teleservices (Maharashtra) Limited,Communication Services,103102889984,2000-10-26 03:45:00+00:00
AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,209422581760,2024-05-15 03:45:00+00:00
PIIND.NS,PI Industries Limited,Basic Materials,520599961600,2011-06-15 03:45:00+00:00
PATELENG.NS,Patel Engineering Limited,Industrials,30499635200,2005-02-24 03:45:00+00:00
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,3355188920320,2002-08-12 03:45:00+00:00
GRWRHITECH.NS,Garware Hi-Tech Films Limited,Basic Materials,90188152832,2022-02-03 03:45:00+00:00
NTPC.NS,NTPC Limited,Utilities,3171779608576,2004-11-05 03:45:00+00:00
ZENTEC.NS,Zen Technologies Limited,Industrials,126690148352,2015-03-30 03:45:00+00:00
J&KBANK.NS,Jammu and Kashmir Bank Limited,Financial Services,118740508672,2002-08-12 03:45:00+00:00
PTC.NS,PTC India Limited,Utilities,47395930112,2004-04-07 03:45:00+00:00
PFC.NS,Power Finance Corporation Limited,Financial Services,1205820981248,2007-02-23 03:45:00+00:00
IEX.NS,Indian Energy Exchange Limited,Financial Services,125337985024,2017-10-23 03:45:00+00:00
AMBUJACEM.NS,Ambuja Cements Limited,Basic Materials,1354920624128,2002-07-01 03:45:00+00:00
MANKIND.NS,Mankind Pharma Limited,Healthcare,928192200704,2023-05-09 03:45:00+00:00
UCOBANK.NS,UCO Bank,Financial Services,388728356864,2003-10-09 03:45:00+00:00
EPL.NS,EPL Limited,Consumer Cyclical,65703051264,2002-07-01 03:45:00+00:00
GODREJAGRO.NS,Godrej Agrovet Limited,Consumer Defensive,116062838784,2017-10-16 03:45:00+00:00
INDHOTEL.NS,The Indian Hotels Company Limited,Consumer Cyclical,1049072828416,2002-07-01 03:45:00+00:00
GAIL.NS,GAIL (India) Limited,Utilities,1206789996544,1997-04-02 03:45:00+00:00
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,Financial Services,904305115136,2016-09-29 03:45:00+00:00
CEIGALL.NS,CEIGALL INDIA LIMITED,Industrials,41165328384,2024-08-08 03:45:00+00:00
CANBK.NS,Canara Bank,Financial Services,1371482488832,2002-12-23 03:45:00+00:00
RBLBANK.NS,RBL Bank Limited,Financial Services,192556040192,2016-08-31 03:45:00+00:00
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Basic Materials,73696559104,1996-01-01 03:45:00+00:00
JKPAPER.NS,JK Paper Limited,Basic Materials,61973217280,2005-06-16 03:45:00+00:00
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Financial Services,1257598484480,2002-08-12 03:45:00+00:00
USHAMART.NS,Usha Martin Limited,Basic Materials,128474963968,2002-01-01 03:45:00+00:00
OPTIEMUS.NS,Optiemus Infracom Limited,Technology,50018488320,2017-08-08 03:45:00+00:00
GREAVESCOT.NS,Greaves Cotton Limited,Industrials,47265124352,2002-08-12 03:45:00+00:00
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,2758005751808,2002-07-01 03:45:00+00:00
NMDC.NS,NMDC Limited,Basic Materials,652958498816,2008-03-03 03:45:00+00:00
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials,3422548656128,2002-08-12 03:45:00+00:00
NCC.NS,NCC Limited,Industrials,109622018048,2002-08-12 03:45:00+00:00
RELIGARE.NS,Religare Enterprises Limited,Financial Services,81762033664,2007-11-21 03:45:00+00:00
IXIGO.NS,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,120334278656,2024-06-18 03:45:00+00:00
